0,1
0.3119982,10.776058
0.15132184,10.568588
-0.28111583,11.233597
0.94985855,10.760529
0.3238218,11.949126
1.3412229,10.315857
1.2335312,10.155892
0.46347582,13.02051
1.9295732,11.445897
1.6692152,11.229196
1.074495,10.0179405
1.0936086,10.636249
2.2695928,15.056106
1.6121542,15.155479
3.573033,15.32128
3.5706954,14.860142
2.4274657,13.345346
0.6370565,11.775106
0.38312516,11.406209
2.5985947,15.568535
0.20230961,12.658903
2.424463,14.347618
0.9321631,11.041463
2.0931263,14.317351
1.4787987,14.107815
1.7733474,14.725666
0.40727985,11.411142
1.0949339,11.692498
2.6768262,14.787251
3.4678211,14.774525
3.9429595,14.995672
3.2052507,15.310088
2.9331698,13.837855
2.7937608,13.834255
2.928966,14.168007
2.4534755,14.876771
0.3965298,13.767988
3.031078,14.927317
0.00033153102,13.33122
0.05299413,13.464979
0.6882924,11.722078
1.4774076,14.941227
0.6030698,14.168275
1.8890607,10.329817
0.06031588,14.09493
1.5792087,10.755893
0.8268415,10.887996
1.8679346,11.143301
2.2164724,11.424683
2.4056058,10.664209
3.001102,16.007994
3.6358316,15.911931
4.2708235,15.894435
3.1748974,16.112782
3.6246946,15.750097
0.77197415,14.594403
3.9784064,15.795901
1.0258338,15.209931
2.027451,15.479535
3.9298446,14.619533
-0.10272351,12.992623
9.039904,14.244922
8.483674,16.025402
9.007827,15.959502
9.493485,14.857203
6.6070137,11.867075
8.389938,14.091479
7.879104,13.995437
3.7483263,12.155387
7.1634927,13.276805
5.6044807,12.947024
8.740157,13.490523
8.219682,13.010217
8.742779,13.896836
7.4497676,13.889283
7.3629894,13.296481
6.034402,16.276676
7.7990503,15.425787
7.8364677,14.628984
8.69118,14.752538
3.450347,11.313081
7.2179246,12.213591
7.0655365,12.463729
6.7213216,12.737524
8.849932,14.665792
1.6802275,9.626458
9.353217,15.373153
9.541268,15.273405
9.132204,13.270145
8.217071,15.167305
9.019456,13.310466
8.732968,13.933532
6.794333,14.893187
6.273334,14.907296
6.763988,14.325399
7.832433,15.036047
4.577106,15.803722
9.399475,14.076157
9.086641,15.227638
9.625332,13.935819
7.313957,12.441998
7.0642977,12.092864
7.59888,13.03352
0.073535204,10.632493
7.0390573,16.369778
6.644402,16.493956
2.4850392,12.667383
8.015598,16.40419
7.550662,16.394613
5.5377517,15.399407
6.115703,15.678152
5.535052,16.08384
5.7137413,15.863267
6.0403905,15.616022
7.5486126,16.84541
8.290857,14.42891
6.8256416,16.768862
8.771818,15.683656
5.0780625,15.824691
1.4082222,14.346357
4.24293,11.445916
4.645267,10.6994915
4.4890738,10.877066
4.204701,10.959857
4.6836114,11.728409
4.600128,14.705668
5.0578766,12.25235
5.133771,13.377286
4.9646797,11.312571
5.1353116,11.472551
4.8499975,13.911765
5.099546,14.111773
4.8172145,11.085174
4.478507,11.323494
3.5635164,10.68318
5.0057855,14.452219
3.3652365,16.34112
4.6211624,13.170194
4.51594,14.012344
4.6618547,11.861657
